time,ir,red,green,gyro,spo2,hr,temp
16:42:04:738,110504,99383,8568,1,0,0,0
16:42:04:758,110362,99388,8545,1,0,0,0
16:42:04:778,110350,99354,8562,1,0,0,0
16:42:04:798,110451,99403,8568,1,0,0,0
16:42:04:818,110522,99408,8557,1,0,0,0
16:42:04:838,110616,99434,8577,1,0,0,0
16:42:04:858,110681,99471,8575,1,0,0,0
16:42:04:878,110677,99450,8573,1,0,0,0
16:42:04:898,110736,99468,8573,1,0,0,0
16:42:04:918,110780,99469,8574,1,0,0,0
16:42:04:938,110883,99509,8591,1,0,0,0
16:42:04:958,110908,99525,8582,1,0,0,0
16:42:04:978,110969,99506,8593,1,0,0,0
16:42:04:998,110941,99542,8589,1,0,0,0
16:42:05:018,110910,99520,8573,1,0,0,0
16:42:05:038,110938,99528,8598,1,0,0,0
16:42:05:058,110933,99528,8578,1,0,0,0
16:42:05:078,110925,99507,8592,1,0,0,0
16:42:05:098,110972,99545,8596,1,0,0,0
16:42:05:118,110996,99523,8593,1,0,0,0
16:42:05:138,111052,99559,8597,1,0,0,0
16:42:05:158,111070,99553,8584,1,0,0,0
16:42:05:178,111113,99556,8605,1,0,0,0
16:42:05:198,111123,99572,8596,1,0,0,0
16:42:05:218,111145,99576,8593,1,0,0,0
16:42:05:238,111198,99601,8609,1,0,0,0
16:42:05:258,111194,99594,8596,1,0,0,0
16:42:05:278,111209,99595,8613,1,0,0,0
16:42:05:298,111219,99613,8592,1,0,0,0
16:42:05:318,111221,99598,8612,1,0,0,0
16:42:05:338,111268,99626,8604,1,0,0,0
16:42:05:358,111259,99610,8591,1,0,0,0
16:42:05:378,111319,99617,8624,1,0,0,0
16:42:05:398,111326,99654,8601,1,0,0,0
16:42:05:418,111341,99623,8612,1,0,0,0
16:42:05:438,111397,99663,8615,1,0,0,0
16:42:05:458,111389,99652,8602,1,0,0,0
16:42:05:478,111437,99666,8622,1,0,0,0
16:42:05:498,111388,99649,8604,1,0,0,0
16:42:05:518,111292,99612,8596,1,0,0,0
16:42:05:538,111118,99575,8598,1,0,0,0
16:42:05:558,110842,99488,8590,1,0,0,0
16:42:05:578,110588,99424,8579,1,0,0,0
16:42:05:598,110479,99389,8554,1,0,0,0
16:42:05:618,110498,99390,8585,1,0,0,0
16:42:05:638,110609,99424,8565,1,0,0,0
16:42:05:658,110714,99444,8584,1,0,0,0
16:42:05:678,110806,99486,8591,1,0,0,0
16:42:05:698,110812,99495,8576,1,0,0,0
16:42:05:718,110871,99523,8598,1,0,0,0
16:42:05:738,110903,99507,8575,1,0,0,0
16:42:05:758,110950,99499,8598,1,0,0,0
16:42:05:778,111017,99536,8597,1,0,0,0
16:42:05:798,111048,99539,8584,1,0,0,0
16:42:05:818,111061,99537,8606,1,0,0,0
16:42:05:838,111033,99539,8579,1,0,0,0
16:42:05:858,111017,99521,8610,1,0,0,0
16:42:05:878,111014,99535,8608,1,0,0,0
16:42:05:898,111012,99523,8598,1,0,0,0
16:42:05:918,111047,99557,8605,1,0,0,0
16:42:05:938,111046,99538,8588,1,0,0,0
16:42:05:958,111124,99552,8608,1,0,0,0
16:42:05:978,111160,99582,8598,1,0,0,0
16:42:05:998,111168,99579,8600,1,0,0,0
16:42:06:018,111222,99596,8611,1,0,0,0
16:42:06:038,111203,99621,8593,1,0,0,0
16:42:06:058,111232,99587,8631,1,0,0,0
16:42:06:078,111284,99609,8607,1,0,0,0
16:42:06:098,111285,99613,8619,1,0,0,0
16:42:06:118,111293,99625,8609,1,0,0,0
16:42:06:138,111288,99609,8606,1,0,0,0
16:42:06:158,111306,99600,8611,1,0,0,0
16:42:06:178,111316,99623,8604,1,0,0,0
16:42:06:198,111328,99607,8627,1,0,0,0
16:42:06:218,111376,99624,8621,1,0,0,0
16:42:06:238,111368,99624,8612,1,0,0,0
16:42:06:258,111404,99633,8635,1,0,0,0
16:42:06:278,111400,99635,8610,1,0,0,0
16:42:06:298,111426,99624,8631,1,0,0,0
16:42:06:318,111412,99657,8625,1,0,0,0
16:42:06:338,111316,99598,8616,1,0,0,0
16:42:06:358,111131,99535,8620,1,0,0,0
16:42:06:378,110834,99455,8592,1,0,0,0
16:42:06:398,110490,99347,8583,1,0,0,0
16:42:06:418,110319,99314,8563,1,0,0,0
16:42:06:438,110291,99308,8557,1,0,0,0
16:42:06:458,110413,99366,8572,1,0,0,0
16:42:06:478,110543,99385,8537,1,0,0,0
16:42:06:498,110661,99423,8586,1,0,0,0
16:42:06:518,110726,99465,8579,1,0,0,0
16:42:06:538,110749,99459,8583,1,0,0,0
16:42:06:558,110834,99490,8593,1,0,0,0
16:42:06:578,110931,99511,8585,1,0,0,0
16:42:06:598,111009,99542,8604,1,0,0,0
16:42:06:618,110995,99532,8603,1,0,0,0
16:42:06:638,110958,99504,8600,1,0,0,0
16:42:06:658,110944,99525,8597,1,0,0,0
16:42:06:678,110885,99493,8583,1,0,0,0
16:42:06:698,110870,99517,8601,1,0,0,0
16:42:06:718,110890,99542,8576,1,0,0,0
16:42:06:738,110907,99542,8584,1,0,0,0
16:42:06:758,110912,99617,8572,1,0,0,0
16:42:06:778,110981,99668,8578,1,0,0,0
16:42:06:798,111241,99825,8606,1,0,0,0
16:42:06:818,111365,99936,8589,1,0,0,0
16:42:06:838,111422,99983,8608,1,0,0,0
16:42:06:858,111414,100019,8588,1,0,0,0
16:42:06:878,111333,99983,8600,1,0,0,0
16:42:06:898,111300,100002,8577,1,0,0,0
16:42:06:918,111218,99960,8562,1,0,0,0
16:42:06:938,111187,99953,8562,1,0,0,0
16:42:06:958,111143,99967,8541,1,0,0,0
16:42:06:978,111165,100016,8542,1,0,0,0
16:42:06:998,111244,100069,8545,1,0,0,0
16:42:07:018,111222,100069,8531,1,0,0,0
16:42:07:038,111196,100061,8537,1,0,0,0
16:42:07:058,111261,100089,8538,1,0,0,0
16:42:07:078,111384,100124,8544,1,0,0,0
16:42:07:098,111562,100214,8549,1,0,0,0
16:42:07:118,111646,100262,8557,1,0,0,0
16:42:07:138,111638,100261,8548,1,0,0,0
16:42:07:158,111365,100159,8532,1,0,0,0
16:42:07:178,110689,99943,8460,1,0,0,0
16:42:07:198,110113,99769,8392,1,0,0,0
16:42:07:218,109787,99689,8334,1,0,0,0
16:42:07:238,109676,99659,8328,1,0,0,0
16:42:07:258,109643,99623,8304,1,0,0,0
16:42:07:278,109655,99632,8318,1,0,0,0
16:42:07:298,109728,99665,8327,1,0,0,0
16:42:07:318,109836,99692,8340,1,0,0,0
16:42:07:338,110035,99753,8358,1,0,0,0
16:42:07:358,110239,99830,8389,1,0,0,0
16:42:07:378,110407,99888,8404,1,0,0,0
16:42:07:398,110581,99943,8414,1,0,0,0
16:42:07:418,110703,99994,8430,1,0,0,0
16:42:07:438,110753,100007,8435,1,0,0,0
16:42:07:458,110607,99957,8422,1,0,0,0
16:42:07:478,110478,99902,8419,1,0,0,0
16:42:07:498,110402,99883,8405,1,0,0,0
16:42:07:518,110421,99881,8402,1,0,0,0
16:42:07:538,110471,99896,8413,1,0,0,0
16:42:07:558,110466,99902,8418,1,0,0,0
16:42:07:578,110422,99872,8410,1,0,0,0
16:42:07:598,110318,99837,8402,1,0,0,0
16:42:07:618,110229,99776,8399,1,0,0,0
16:42:07:638,110186,99767,8401,1,0,0,0
16:42:07:658,110198,99753,8392,1,0,0,0
16:42:07:678,110178,99742,8395,1,0,0,0
16:42:07:698,110115,99721,8371,1,0,0,0
16:42:07:718,110112,99723,8376,1,0,0,0
16:42:07:738,110121,99729,8378,1,0,0,0
16:42:07:758,110208,99755,8387,1,0,0,0
16:42:07:778,110279,99800,8398,1,0,0,0
16:42:07:798,110395,99833,8410,1,0,0,0
16:42:07:818,110422,99857,8414,1,0,0,0
16:42:07:838,110453,99878,8419,1,0,0,0
16:42:07:858,110583,99917,8433,1,0,0,0
16:42:07:878,110811,100011,8442,1,0,0,0
16:42:07:898,111070,100115,8475,1,0,0,0
16:42:07:918,111223,100165,8500,1,0,0,0
16:42:07:938,111236,100171,8495,1,0,0,0
16:42:07:958,111085,100113,8487,1,0,0,0
16:42:07:978,110771,100028,8449,1,0,0,0
16:42:07:998,110413,99893,8413,1,0,0,0
16:42:08:018,110040,99761,8357,1,0,0,0
16:42:08:038,109734,99659,8294,1,0,0,0
16:42:08:058,109643,99595,8270,1,0,0,0
16:42:08:078,109697,99656,8256,1,0,0,0
16:42:08:098,109917,99751,8291,1,0,0,0
16:42:08:118,110180,99858,8331,1,0,0,0
16:42:08:138,110389,99940,8359,1,0,0,0
16:42:08:158,110593,100018,8394,1,0,0,0
16:42:08:178,110875,100116,8419,1,0,0,0
16:42:08:198,111225,100248,8458,1,0,0,0
16:42:08:218,111518,100346,8496,1,0,0,0
16:42:08:238,111694,100393,8502,1,0,0,0
16:42:08:258,111866,100457,8523,1,0,0,0
16:42:08:278,111930,100494,8534,1,0,0,0
16:42:08:298,111916,100489,8544,1,0,0,0
16:42:08:318,111732,100433,8539,1,0,0,0
16:42:08:338,111443,100302,8508,1,0,0,0
16:42:08:358,111233,100219,8499,1,0,0,0
16:42:08:378,111342,100256,8508,1,0,0,0
16:42:08:398,111471,100300,8527,1,0,0,0
16:42:08:418,111624,100346,8545,1,0,0,0
16:42:08:438,111765,100385,8547,1,0,0,0
16:42:08:458,111885,100422,8561,1,0,0,0
16:42:08:478,112012,100463,8565,1,0,0,0
16:42:08:498,112134,100515,8590,1,0,0,0
16:42:08:518,112187,100531,8591,1,0,0,0
16:42:08:538,112252,100557,8594,1,0,0,0
16:42:08:558,112307,100584,8596,1,0,0,0
16:42:08:578,112385,100616,8609,1,0,0,0
16:42:08:598,112397,100647,8623,1,0,0,0
16:42:08:618,112346,100619,8613,1,100,81,34.53
16:42:13:854,112255,100591,8605,1,0,0,0
16:42:13:874,112283,100598,8621,1,0,0,0
16:42:13:894,112332,100611,8613,1,0,0,0
16:42:13:914,112391,100628,8628,1,0,0,0
16:42:13:934,112432,100654,8628,1,0,0,0
16:42:13:954,112424,100648,8632,1,0,0,0
16:42:13:974,112408,100647,8638,1,0,0,0
16:42:13:994,112334,100612,8633,1,0,0,0
16:42:14:014,112204,100559,8627,1,0,0,0
16:42:14:034,111834,100431,8601,1,0,0,0
16:42:14:054,111237,100236,8546,1,0,0,0
16:42:14:074,110823,100089,8495,1,0,0,0
16:42:14:094,110471,99954,8458,1,0,0,0
16:42:14:114,110264,99873,8435,1,0,0,0
16:42:14:134,110229,99855,8439,1,0,0,0
16:42:14:154,110257,99854,8450,1,0,0,0
16:42:14:174,110179,99842,8436,1,0,0,0
16:42:14:194,110123,99806,8427,1,0,0,0
16:42:14:214,110178,99824,8428,1,0,0,0
16:42:14:234,110349,99891,8445,1,0,0,0
16:42:14:254,110545,99967,8460,1,0,0,0
16:42:14:274,110670,100011,8463,1,0,0,0
16:42:14:294,110715,100015,8474,1,0,0,0
16:42:14:314,110722,100027,8473,1,0,0,0
16:42:14:334,110768,100047,8479,1,0,0,0
16:42:14:354,110856,100079,8489,1,0,0,0
16:42:14:374,110947,100120,8494,1,0,0,0
16:42:14:394,110976,100123,8498,1,0,0,0
16:42:14:414,110976,100137,8500,1,0,0,0
16:42:14:434,111932,100358,8797,1,0,0,0
16:42:14:454,111922,100348,8791,1,0,0,0
16:42:14:474,111939,100350,8795,1,0,0,0
16:42:14:494,112010,100361,8803,1,0,0,0
16:42:14:514,112076,100377,8820,1,0,0,0
16:42:14:534,112097,100395,8801,1,0,0,0
16:42:14:554,112091,100386,8808,1,0,0,0
16:42:14:574,112108,100395,8807,1,0,0,0
16:42:14:594,112080,100358,8814,1,0,0,0
16:42:14:614,111823,100305,8796,1,0,0,0
16:42:14:634,111240,100111,8727,1,0,0,0
16:42:14:654,110700,99904,8670,1,0,0,0
16:42:14:674,110257,99759,8636,1,0,0,0
16:42:14:694,110094,99723,8614,1,0,0,0
16:42:14:714,110114,99716,8612,1,0,0,0
16:42:14:734,110240,99749,8623,1,0,0,0
16:42:14:754,110406,99804,8645,1,0,0,0
16:42:14:774,110618,99876,8661,1,0,0,0
16:42:14:794,110733,99919,8671,1,0,0,0
16:42:14:814,110806,99943,8679,1,0,0,0
16:42:14:834,111034,100030,8692,1,0,0,0
16:42:14:854,111350,100139,8727,1,0,0,0
16:42:14:874,111652,100254,8748,1,0,0,0
16:42:14:894,111826,100319,8773,1,0,0,0
16:42:14:914,111990,100336,8792,1,0,0,0
16:42:14:934,112021,100390,8783,1,0,0,0
16:42:14:954,112043,100390,8795,1,0,0,0
16:42:14:974,112055,100397,8796,1,0,0,0
16:42:14:994,112103,100411,8803,1,0,0,0
16:42:15:014,112161,100422,8804,1,0,0,0
16:42:15:034,112213,100441,8802,1,0,0,0
16:42:15:054,112276,100460,8822,1,0,0,0
16:42:15:074,112324,100492,8820,1,0,0,0
16:42:15:094,112387,100506,8821,1,0,0,0
16:42:15:114,112441,100524,8826,1,0,0,0
16:42:15:134,112423,100523,8834,1,0,0,0
16:42:15:154,112504,100551,8833,1,0,0,0
16:42:15:174,112506,100542,8837,1,0,0,0
16:42:15:194,112541,100564,8840,1,0,0,0
16:42:15:214,112570,100573,8842,1,0,0,0
16:42:15:234,112613,100565,8839,1,0,0,0
16:42:15:254,112648,100592,8845,1,0,0,0
16:42:15:274,112661,100605,8849,1,0,0,0
16:42:15:294,112660,100598,8848,1,0,0,0
16:42:15:314,112668,100605,8848,1,0,0,0
16:42:15:334,112688,100596,8846,1,0,0,0
16:42:15:354,112716,100615,8858,1,0,0,0
16:42:15:374,112719,100628,8855,1,0,0,0
16:42:15:394,112743,100624,8854,1,0,0,0
16:42:15:414,112763,100637,8863,1,0,0,0
16:42:15:434,112689,100605,8860,1,0,0,0
16:42:15:454,112492,100532,8867,1,0,0,0
16:42:15:474,112206,100441,8837,1,0,0,0
16:42:15:494,111767,100309,8802,1,0,0,0
16:42:15:514,111489,100229,8769,1,0,0,0
16:42:15:534,111445,100215,8761,1,0,0,0
16:42:15:554,111610,100241,8771,1,0,0,0
16:42:15:574,111809,100329,8802,1,0,0,0
16:42:15:594,111991,100391,8817,1,0,0,0
16:42:15:614,112094,100416,8813,1,0,0,0
16:42:15:634,112110,100426,8828,1,0,0,0
16:42:15:654,112113,100416,8834,1,0,0,0
16:42:15:674,112140,100422,8824,1,0,0,0
16:42:15:694,112167,100438,8834,1,0,0,0
16:42:15:714,112140,100426,8837,1,0,0,0
16:42:15:734,112087,100389,8836,1,0,0,0
16:42:15:754,111932,100342,8823,1,0,0,0
16:42:15:774,111713,100241,8791,1,0,0,0
16:42:15:794,111530,100200,8778,1,0,0,0
16:42:15:814,111353,100134,8764,1,0,0,0
16:42:15:834,111248,100099,8757,1,0,0,0
16:42:15:854,111200,100076,8741,1,0,0,0
16:42:15:874,111141,100049,8728,1,0,0,0
16:42:15:894,111048,100006,8719,1,0,0,0
16:42:15:914,110926,99981,8670,1,0,0,0
16:42:15:934,110771,99941,8644,1,0,0,0
16:42:15:954,110672,99930,8587,1,0,0,0
16:42:15:974,110598,99918,8541,1,0,0,0
16:42:15:994,110480,99919,8505,1,0,0,0
16:42:16:014,110258,99855,8442,1,0,0,0
16:42:16:034,109850,99692,8345,1,0,0,0
16:42:16:054,109209,99487,8150,1,0,0,0
16:42:16:074,108219,99039,7904,1,0,0,0
16:42:16:094,107701,98836,7720,1,0,0,0
16:42:16:114,107668,98847,7647,1,0,0,0
16:42:16:134,107756,98911,7623,1,0,0,0
16:42:16:154,107827,98967,7610,1,0,0,0
16:42:16:174,107841,98992,7594,1,0,0,0
16:42:16:194,107968,99053,7584,1,0,0,0
16:42:16:214,108158,99147,7578,1,0,0,0
16:42:16:234,108299,99226,7600,1,0,0,0
16:42:16:254,108281,99227,7579,1,0,0,0
16:42:16:274,108111,99167,7537,1,0,0,0
16:42:16:294,107811,99078,7447,1,0,0,0
16:42:16:314,107441,98945,7312,1,0,0,0
16:42:16:334,107027,98845,7173,1,0,0,0
16:42:16:354,106683,98734,7065,1,0,0,0
16:42:16:374,106394,98625,6969,1,0,0,0
16:42:16:394,106135,98530,6884,1,0,0,0
16:42:16:414,105983,98460,6840,1,0,0,0
16:42:16:434,106241,98584,6841,1,0,0,0
16:42:16:454,106728,98789,6907,1,0,0,0
16:42:16:474,107302,99041,6991,1,0,0,0
16:42:16:494,107898,99293,7074,1,0,0,0
16:42:16:514,108451,99512,7175,1,0,0,0
16:42:16:534,109007,99720,7275,1,0,0,0
16:42:16:554,109632,99963,7359,1,0,0,0
16:42:16:574,110063,100146,7454,1,0,0,0
16:42:16:594,110254,100227,7512,1,0,0,0
16:42:16:614,110248,100221,7538,1,0,0,0
16:42:16:634,110361,100245,7580,1,0,0,0
16:42:16:654,110710,100404,7631,1,0,0,0
16:42:16:674,111120,100560,7704,1,0,0,0
16:42:16:694,111340,100624,7747,1,0,0,0
16:42:16:714,111343,100631,7777,1,0,0,0
16:42:16:734,111310,100594,7785,1,0,0,0
16:42:16:754,111609,100709,7839,1,0,0,0
16:42:16:774,112062,100872,7905,1,0,0,0
16:42:16:794,112310,100963,7943,1,0,0,0
16:42:16:814,112426,101014,7987,1,0,0,0
16:42:16:834,112541,101052,8008,1,0,0,0
16:42:16:854,112625,101056,8029,1,0,0,0
16:42:16:874,112691,101113,8045,1,0,0,0
16:42:16:894,112765,101137,8064,1,0,0,0
16:42:16:914,112858,101157,8093,1,0,0,0
16:42:16:934,112914,101168,8105,1,0,0,0
16:42:16:954,112952,101167,8127,1,0,0,0
16:42:16:974,112937,101152,8131,1,0,0,0
16:42:16:994,112937,101150,8138,1,0,0,0
16:42:17:014,112982,101147,8153,1,0,0,0
16:42:17:034,113002,101149,8163,1,0,0,0
16:42:17:054,113022,101141,8173,1,0,0,0
16:42:17:074,112996,101124,8180,1,0,0,0
16:42:17:094,112894,101087,8182,1,0,0,0
16:42:17:114,112608,100964,8181,1,0,0,0
16:42:17:134,111904,100711,8127,1,0,0,0
16:42:17:154,110930,100363,8003,1,0,0,0
16:42:17:174,110319,100137,7929,1,0,0,0
16:42:17:194,110085,100052,7873,1,0,0,0
16:42:17:214,109986,100022,7821,1,0,0,0
16:42:17:234,109940,100010,7801,1,0,0,0
16:42:17:254,109903,99981,7785,1,0,0,0
16:42:17:274,109767,99930,7753,1,0,0,0
16:42:17:294,109668,99889,7734,1,0,0,0
16:42:17:314,109665,99885,7725,1,0,0,0
16:42:17:334,109749,99922,7730,1,0,0,0
16:42:17:354,109813,99952,7747,1,0,0,0
16:42:17:374,109826,99949,7743,1,0,0,0
16:42:17:394,109776,99928,7754,1,0,0,0
16:42:17:414,109745,99925,7750,1,0,0,0
16:42:17:434,109766,99919,7740,1,0,0,0
16:42:17:454,109735,99903,7741,1,0,0,0
16:42:17:474,109679,99870,7728,1,0,0,0
16:42:17:494,109659,99857,7721,1,0,0,0
16:42:17:514,109739,99881,7736,1,0,0,0
16:42:17:534,109780,99872,7740,1,0,0,0
16:42:17:554,109820,99883,7747,1,0,0,0
16:42:17:574,109834,99874,7745,1,0,0,0
16:42:17:594,109856,99887,7748,1,0,0,0
16:42:17:614,109992,99921,7774,1,0,0,0
16:42:17:634,110409,100064,7817,1,0,0,0
16:42:17:654,110698,100172,7859,1,0,0,0
16:42:17:674,110923,100217,7888,1,0,0,0
16:42:17:694,110995,100223,7913,1,0,0,0
16:42:17:714,111066,100233,7927,1,0,0,0
16:42:17:734,111379,100351,7971,1,0,0,0
16:42:17:754,111580,100434,8014,1,0,0,0
16:42:17:774,111629,100457,8033,1,0,0,0
16:42:17:794,111573,100424,8035,1,0,0,0
16:42:17:814,111540,100363,8041,1,0,0,0
16:42:17:834,111554,100396,8051,1,0,0,0
16:42:17:854,111629,100420,8054,1,0,0,0
16:42:17:874,111653,100444,8057,1,0,0,0
16:42:17:894,111482,100378,8050,1,0,0,0
16:42:17:914,111124,100256,8002,1,0,0,0
16:42:17:934,110578,100078,7955,1,0,0,0
16:42:17:954,110046,99901,7872,1,0,0,0
16:42:17:974,109753,99803,7797,1,0,0,0
16:42:17:994,109617,99782,7749,1,0,0,0
16:42:18:014,109548,99778,7711,1,0,0,0
16:42:18:034,109504,99750,7711,1,0,0,0
16:42:18:054,109425,99736,7680,1,0,0,0
16:42:18:074,109385,99710,7675,1,0,0,0
16:42:18:094,109467,99738,7690,1,0,0,0
16:42:18:114,109540,99769,7703,1,0,0,0
16:42:18:134,109692,99844,7732,1,0,0,0
16:42:18:154,109802,99876,7749,1,0,0,0
16:42:18:174,109898,99918,7773,1,0,0,0
16:42:18:194,109939,99928,7789,1,0,0,0
16:42:18:214,109966,99941,7798,1,0,0,0
16:42:18:234,109880,99911,7797,1,0,0,0
16:42:18:254,109758,99869,7780,1,0,0,0
16:42:18:274,109787,99875,7772,1,0,0,0
16:42:18:294,109960,99953,7799,1,0,0,0
16:42:18:314,110194,100013,7839,1,0,0,0
16:42:18:334,110330,100075,7867,1,0,0,0
16:42:18:354,110308,100075,7884,1,0,0,0
16:42:18:374,110245,100041,7884,1,0,0,0
16:42:18:394,110276,100058,7875,1,0,0,0
16:42:18:414,110376,100102,7905,1,0,0,0
16:42:18:434,110515,100147,7926,1,0,0,0
16:42:18:454,110677,100197,7951,1,0,0,0
16:42:18:474,110727,100224,7971,1,0,0,0
16:42:18:494,110827,100260,7979,1,0,0,0
16:42:18:514,110924,100306,7998,1,0,0,0
16:42:18:534,111018,100340,8015,1,0,0,0
16:42:18:554,111100,100388,8039,1,0,0,0
16:42:18:574,111062,100354,8021,1,0,0,0
16:42:18:594,110923,100298,8029,1,0,0,0
16:42:18:614,110757,100244,8015,1,0,0,0
16:42:18:634,110735,100237,8011,1,0,0,0
16:42:18:654,110756,100238,8021,1,0,0,0
16:42:18:674,110758,100242,8025,1,0,0,0
16:42:18:694,110647,100207,8017,1,0,0,0
16:42:18:714,110309,100095,7978,1,0,0,0
16:42:18:734,109947,99962,7921,1,0,0,0
16:42:18:754,109619,99829,7849,1,0,0,0
16:42:18:774,109164,99676,7675,1,0,0,0
16:42:18:794,109226,99685,7674,1,0,0,0
16:42:18:814,109186,99672,7672,1,0,0,0
16:42:18:834,109124,99651,7647,1,0,8,0
16:42:22:917,109086,99652,7635,1,0,0,0
16:42:22:937,109167,99672,7644,1,0,0,0
16:42:22:957,109274,99721,7659,1,0,0,0
16:42:22:977,109331,99735,7669,1,0,0,0
16:42:22:997,109205,99699,7660,1,0,0,0
16:42:23:017,108864,99554,7588,1,0,0,0
16:42:23:037,108540,99430,7501,1,0,0,0
16:42:23:057,108339,99369,7425,1,0,0,0
16:42:23:077,108176,99305,7365,1,0,0,0
16:42:23:097,107983,99238,7305,1,0,0,0
16:42:23:117,107898,99209,7242,1,0,0,0
16:42:23:137,108088,99306,7247,1,0,0,0
16:42:23:157,108396,99445,7293,1,0,0,0
16:42:23:177,108662,99523,7345,1,0,0,0
16:42:23:197,108741,99559,7374,1,0,0,0
16:42:23:217,108698,99508,7382,1,0,0,0
16:42:23:237,108587,99456,7377,1,0,0,0
16:42:23:257,108537,99406,7359,1,0,0,0
16:42:23:277,108543,99382,7356,1,0,0,0
16:42:23:297,108524,99376,7354,1,0,0,0
16:42:23:317,108394,99309,7338,1,0,0,0
16:42:23:337,108308,99262,7316,1,0,0,0
16:42:23:357,108268,99238,7305,1,0,0,0
16:42:23:377,108248,99234,7289,1,0,0,0
16:42:23:397,108216,99228,7279,1,0,0,0
16:42:23:417,108233,99227,7282,1,0,0,0
16:42:23:437,108236,99230,7284,1,0,0,0
16:42:23:457,108185,99214,7265,1,0,0,0
16:42:23:477,112453,100649,8443,1,0,0,0
16:42:23:497,112490,100667,8447,1,0,0,0
16:42:23:517,112494,100659,8453,1,0,0,0
16:42:23:537,112477,100676,8456,1,0,0,0
16:42:23:557,112384,100639,8457,1,0,0,0
16:42:23:577,112205,100559,8456,1,0,0,0
16:42:23:597,111855,100431,8441,1,0,0,0
16:42:23:617,111578,100336,8431,1,0,0,0
16:42:23:637,111364,100269,8417,1,0,0,0
16:42:23:657,111293,100248,8416,1,0,0,0
16:42:23:677,111324,100243,8421,1,0,0,0
16:42:23:697,111292,100228,8408,1,0,0,0
16:42:23:717,111306,100236,8400,1,0,0,0
16:42:23:737,111349,100245,8409,1,0,0,0
16:42:23:757,111398,100253,8413,1,0,0,0
16:42:23:777,111462,100280,8424,1,0,0,0
16:42:23:797,111545,100291,8423,1,0,0,0
16:42:23:817,111643,100338,8421,1,0,0,0
16:42:23:837,111712,100356,8438,1,0,0,0
16:42:23:857,111753,100372,8447,1,0,0,0
16:42:23:877,111809,100378,8451,1,0,0,0
16:42:23:897,111855,100407,8459,1,0,0,0
16:42:23:917,111909,100420,8485,1,0,0,0
16:42:23:937,111961,100434,8463,1,0,0,0
16:42:23:957,112042,100460,8482,1,0,0,0
16:42:23:977,112194,100509,8484,1,0,0,0
16:42:23:997,112323,100565,8495,1,0,0,0
16:42:24:017,112434,100601,8500,1,0,0,0
16:42:24:037,112563,100652,8502,1,0,0,0
16:42:24:057,112667,100688,8524,1,0,0,0
16:42:24:077,112750,100717,8525,1,0,0,0
16:42:24:097,112794,100732,8529,1,0,0,0
16:42:24:117,112824,100736,8536,1,0,0,0
16:42:24:137,112805,100740,8527,1,0,0,0
16:42:24:157,112809,100710,8552,1,0,0,0
16:42:24:177,112785,100701,8539,1,0,0,0
16:42:24:197,112733,100681,8553,1,0,0,0
16:42:24:217,112711,100658,8555,1,0,0,0
16:42:24:237,112667,100641,8572,1,0,0,0
16:42:24:257,112670,100648,8565,1,0,0,0
16:42:24:277,112667,100658,8554,1,0,0,0
16:42:24:297,112628,100654,8580,1,0,0,0
16:42:24:317,112699,100686,8572,1,0,0,0
16:42:24:337,112708,100664,8564,1,0,0,0
16:42:24:357,112733,100693,8580,1,0,0,0
16:42:24:377,112698,100698,8573,1,0,0,0
16:42:24:397,112626,100672,8590,1,0,0,0
16:42:24:417,112520,100651,8576,1,0,0,0
16:42:24:437,112395,100613,8580,1,0,0,0
16:42:24:457,112362,100601,8602,1,0,0,0
16:42:24:477,112391,100609,8574,1,0,0,0
16:42:24:497,112382,100589,8591,1,0,0,0
16:42:24:517,112337,100574,8581,1,0,0,0
16:42:24:537,112218,100488,8580,1,0,0,0
16:42:24:557,112133,100451,8581,1,0,0,0
16:42:24:577,112051,100384,8556,1,0,0,0
16:42:24:597,112020,100351,8573,1,0,0,0
16:42:24:617,111919,100311,8565,1,0,0,0
16:42:24:637,111873,100265,8568,1,0,0,0
16:42:24:657,111826,100286,8562,1,0,0,0
16:42:24:677,111639,100182,8549,1,0,0,0
16:42:24:697,111459,100094,8546,1,0,0,0
16:42:24:717,111274,100023,8509,1,0,0,0
16:42:24:737,110822,99869,8479,1,0,0,0
16:42:24:757,110240,99679,8414,1,0,0,0
16:42:24:777,109666,99461,8329,1,0,0,0
16:42:24:797,109345,99347,8320,1,0,0,0
16:42:24:817,109234,99309,8285,1,0,0,0
16:42:24:837,109291,99334,8310,1,0,0,0
16:42:24:857,109401,99379,8308,1,0,0,0
16:42:24:877,109393,99383,8314,1,0,0,0
16:42:24:897,109384,99345,8314,1,0,0,0
16:42:24:917,109258,99284,8285,1,0,0,0
16:42:24:937,109147,99175,8291,1,0,0,0
16:42:24:957,109022,99103,8260,1,0,0,0
16:42:24:977,108937,98989,8229,1,0,0,0
16:42:24:997,108885,98947,8236,1,0,0,0
16:42:25:017,108875,98873,8199,1,0,0,0
16:42:25:037,108915,98819,8201,1,0,0,0
16:42:25:057,109040,98844,8189,1,0,0,0
16:42:25:077,109134,98875,8194,1,0,0,0
16:42:25:097,109235,98933,8218,1,0,0,0
