timestamp,cnt,ax,ay,az,gx,gy,gz
13:41:52:244,11884,-9.017437,-0.090982,-3.580039,-0.004793,-0.003462,-0.002663
13:41:52:250,11906,-8.976135,-0.141860,-3.576447,-0.008256,-0.003994,-0.006125
13:41:52:254,11928,-9.038387,-0.054469,-3.583630,-0.008522,-0.004793,-0.005326
13:41:52:307,11950,-8.961770,-0.067638,-3.583032,-0.007190,-0.006658,-0.005592
13:41:52:316,11972,-8.994093,-0.160416,-3.592609,-0.008256,-0.003195,-0.004261
13:41:52:320,11995,-8.989903,-0.122706,-3.582433,-0.000532,-0.007989,-0.006391
13:41:52:375,12017,-8.969551,-0.073025,-3.618946,-0.005060,-0.006125,-0.006658
13:41:52:382,12038,-8.992895,-0.060455,-3.566272,-0.005592,-0.004261,-0.003728
13:41:52:385,12060,-8.977333,-0.114925,-3.611763,-0.002130,-0.003994,-0.005326
13:41:52:444,12082,-8.988107,-0.052674,-3.607573,-0.003462,-0.007190,-0.000532
13:41:52:451,12105,-9.001275,-0.097566,-3.582433,-0.004261,-0.004793,-0.003728
13:41:52:454,12127,-9.020430,-0.047286,-3.565075,-0.004261,-0.006125,-0.003994
13:41:52:508,12149,-8.995290,-0.098763,-3.603383,-0.007723,-0.006391,-0.004793
13:41:52:518,12171,-8.981523,-0.060455,-3.617150,-0.008256,-0.002929,-0.005592
13:41:52:521,12193,-8.985713,-0.094573,-3.603383,-0.007989,-0.000532,-0.001065
13:41:52:575,12215,-8.962368,-0.095172,-3.656057,-0.006658,-0.002929,-0.006125
13:41:52:583,12237,-8.969551,-0.065842,-3.621340,-0.002929,-0.002929,0.001864
13:41:52:586,12259,-9.004268,-0.080208,-3.580637,-0.006391,-0.006125,-0.002396
13:41:52:641,12281,-8.986311,-0.081405,-3.566870,-0.006391,-0.005326,-0.000798
13:41:52:649,12303,-8.952193,-0.071828,-3.642888,-0.007190,-0.002130,0.000000
13:41:52:653,12325,-8.977333,-0.135875,-3.569863,-0.003994,-0.003728,-0.004793
13:41:52:706,12347,-9.001874,-0.137072,-3.654261,-0.007989,-0.004527,-0.005859
13:41:52:713,12370,-9.009057,-0.120910,-3.554300,-0.006924,-0.001597,-0.006658
13:41:52:716,12392,-9.002472,-0.073025,-3.572856,-0.005326,-0.005859,-0.004793
13:41:52:772,12414,-9.012050,-0.070032,-3.596200,-0.003994,-0.004261,-0.008256
13:41:52:778,12436,-9.037788,-0.068236,-3.605777,-0.001331,-0.002130,-0.009853
13:41:52:781,12458,-8.953988,-0.072426,-3.604580,-0.001065,-0.003728,-0.005592
13:41:52:836,12480,-8.994093,-0.061652,-3.549512,-0.003728,-0.006924,-0.007723
13:41:52:844,12503,-8.977931,-0.077813,-3.577645,-0.005859,-0.010120,-0.009587
13:41:52:847,12525,-9.008458,-0.108939,-3.560885,-0.005060,-0.007190,-0.009055
13:41:52:903,12547,-8.970150,-0.069433,-3.605179,-0.004793,-0.005060,-0.009055
13:41:52:909,12569,-9.006662,-0.076616,-3.618946,-0.009321,0.000532,-0.003462
13:41:52:912,12591,-9.003670,-0.090383,-3.687183,-0.003994,-0.008788,-0.003994
13:41:52:971,12614,-8.241093,-0.903838,-3.428601,-0.574194,-0.358206,-0.088685
13:41:52:978,12636,-14.999532,1.938763,-4.125933,-3.440109,-1.632833,-0.140352
13:41:52:981,12658,0.605152,-0.293897,-2.961119,0.586445,1.342806,-0.606952
13:41:53:037,12681,-1.740039,1.762186,-6.665660,-1.329756,-2.823835,-1.074351
13:41:53:045,12703,-7.488094,0.464489,1.596382,0.231435,3.025709,-0.104665
13:41:53:050,12725,-9.018035,-1.696942,-3.048510,0.687382,0.611213,0.471127
13:41:53:118,12747,-7.949590,-0.532726,-5.560104,1.423502,0.039149,0.758491
13:41:53:124,12769,-9.915888,-0.626701,-3.641691,1.971331,-0.190421,1.089798
13:41:53:132,12814,-9.042577,0.178373,-3.997840,-0.011451,-0.009587,0.052199
13:41:53:128,12792,-9.186832,-0.035315,-3.196356,-0.017843,-0.706824,-0.001864
13:41:53:205,12836,-9.004867,0.037709,-3.781756,-0.013049,-0.007190,0.013582
13:41:53:208,12858,-8.917476,-0.272348,-3.438178,-0.005326,0.052998,-0.007989
13:41:53:211,12881,-8.892336,-0.796694,-3.267586,0.397888,0.546497,0.265525
13:41:53:267,12903,-9.024620,-0.579414,-2.820455,0.855166,0.056993,0.326779
13:41:53:275,12925,-7.234301,4.024177,-9.056942,0.873543,-0.703894,0.647700
13:41:53:278,12947,-10.264255,1.723279,-2.638490,-1.832843,-0.646635,-0.878070
13:41:53:330,12969,-7.254053,1.289915,-4.049317,0.660217,0.141684,-0.121443
13:41:53:340,12991,-9.560937,-1.900455,-6.055719,2.424349,0.554753,-0.183763
13:41:53:347,13013,-8.925257,-4.708939,-3.513598,0.343025,0.414400,-0.876472
13:41:53:398,13036,-6.824281,-1.671203,-5.894105,-0.480715,-1.530565,-1.009901
13:41:53:404,13057,-7.297749,-2.107560,-3.796721,-1.710866,-3.453958,0.762752
13:41:53:408,13080,-8.669070,-0.184957,-0.058061,-3.679268,-4.489959,-0.938526
13:41:53:464,13102,-9.159896,-1.253402,-0.674586,0.058591,-1.132410,-0.532648
13:41:53:470,13124,-10.157710,-0.172986,-2.027352,0.086289,-2.464563,-0.307870
13:41:53:473,13146,-12.602863,0.998412,1.100169,-1.255984,-5.611450,-2.204098
13:41:53:533,13168,-11.149538,1.630501,0.298685,0.695372,-4.268111,-6.542253
13:41:53:539,13190,-8.016630,0.168197,2.298503,4.296874,-1.842697,-8.726910
13:41:53:542,13212,-5.552921,-3.394482,5.796539,4.020429,-2.971112,-8.726910
13:41:53:599,13235,-4.702954,-6.113181,4.228887,5.001301,1.226422,-8.726910
13:41:53:604,13257,5.545738,-19.613898,11.876799,-0.932400,-0.419194,-1.953754
13:41:53:608,13278,4.208536,-4.506025,2.341002,4.004983,-8.726910,-4.586368
13:41:53:665,13300,0.896057,-3.839219,5.253637,-7.389430,-1.013896,8.726644
13:41:53:669,13323,-4.708341,-3.444762,2.342199,-6.983552,0.721472,8.726644
13:41:53:672,13345,-8.824698,-2.402056,2.642680,-6.344907,-1.353992,8.611592
13:41:53:733,13367,-10.728745,-1.847182,2.332023,-2.882959,0.282836,4.208987
13:41:53:736,13389,-14.288433,-4.923825,-2.852778,-0.540371,0.440233,-0.976344
13:41:53:740,13411,-9.443019,-3.673416,1.795706,1.972663,1.358519,-4.163712
13:41:53:795,13434,-1.312661,-1.992036,8.926454,5.202642,-1.280752,-8.397467
13:41:53:802,13456,-4.070267,-8.697202,5.498451,3.470470,0.146744,-5.324353
13:41:53:856,13478,-3.765595,-7.528796,6.294548,1.656536,-0.521995,-3.553829
13:41:53:861,13500,-0.478854,-0.645855,11.307560,3.750377,-1.040528,-3.032899
13:41:53:866,13522,-1.088197,-1.786128,9.997892,7.918084,-3.667550,1.210709
13:41:53:921,13544,-1.910032,-3.219102,7.341444,7.456011,-5.100640,4.998638
13:41:53:929,13566,-5.467326,-7.342642,10.971763,6.584066,-4.647090,4.897968
13:41:53:932,13588,-4.796929,-5.048328,7.664671,6.093497,-4.566660,0.070309
13:41:53:986,13610,-5.631932,-3.832635,10.361822,4.665200,-2.915184,-4.205525
13:41:53:994,13632,-7.847235,-3.167625,8.628367,-0.602957,6.907916,2.763646
13:41:53:997,13654,-5.095016,-1.456916,11.041197,-1.326560,8.726644,5.580024
13:41:54:003,13677,-4.034951,-0.690748,14.001120,0.512674,8.726644,3.834002
13:41:54:059,13699,-1.590995,-0.228653,12.497515,3.211603,8.167363,-0.735321
13:41:54:065,13721,-0.872713,0.002992,11.733143,3.282445,3.683263,-2.358833
13:41:54:068,13744,3.187378,-0.129889,3.256213,3.393502,2.491462,2.026993
13:41:54:124,13766,-4.216317,-2.658243,4.535953,0.638645,-7.034420,4.637502
13:41:54:127,13788,-7.744880,-4.492856,4.739466,-0.706558,-5.079867,-2.265087
13:41:54:187,13810,-6.694392,0.078412,10.172674,-2.312226,-4.684376,-7.759355
13:41:54:194,13832,-4.553910,2.215302,4.659258,0.267655,-0.595500,-4.227097
13:41:54:197,13854,-7.366584,2.021965,10.960989,-0.879935,-0.074304,4.446282
13:41:54:252,13877,-6.759037,2.264983,9.358022,1.232281,-0.440500,6.008539
13:41:54:260,13899,-2.305087,1.907039,6.748861,3.256878,2.171873,4.066503
13:41:54:263,13921,-2.326037,0.732648,8.988705,2.937822,-1.509259,3.704036
13:41:54:316,13944,-2.664827,0.256785,8.115992,2.946877,-3.535719,2.088780
13:41:54:324,13966,-19.613898,2.403253,16.913755,1.940171,-3.610290,-0.892186
13:41:54:327,13988,-1.158230,-3.119141,10.787404,-2.897607,-8.726910,-8.726910
13:41:54:380,14011,5.664255,1.559869,-2.728276,3.254215,-8.726910,-8.726910
13:41:54:387,14033,0.352556,-5.749850,2.422407,-6.854119,-6.338781,-8.726910
13:41:54:391,14055,-3.247833,0.123305,5.626545,-3.403889,0.190155,-8.726910
13:41:54:446,14078,-10.507274,6.633936,19.613300,-3.821219,-2.618765,-6.113737
13:41:54:452,14100,-0.238230,-0.237033,11.203410,-2.030455,-8.726910,-6.847461
13:41:54:455,14122,-1.080416,-5.948575,-1.429980,-3.694449,-8.726910,-7.280237
13:41:54:513,14145,10.517450,-0.730253,6.577671,-5.068415,-6.171530,-8.726910
13:41:54:520,14167,2.764788,2.208718,-2.859362,-0.801103,-7.097273,-4.715269
13:41:54:523,14189,5.131529,2.921015,-2.850384,-0.806962,1.252788,-0.117715
13:41:54:579,14211,9.237111,3.608172,-0.715888,-1.638692,3.914699,6.432527
13:41:54:588,14234,4.213923,0.662016,2.946753,-1.400598,2.061349,0.642640
13:41:54:591,14256,10.356435,0.227456,3.628523,-0.166985,0.881000,0.198411
13:41:54:647,14278,9.508862,0.389069,2.423604,-0.090017,-0.993921,-0.050867
13:41:54:653,14300,9.451998,1.367729,1.328822,0.001331,-0.868483,-0.122775
13:41:54:660,14322,9.389148,1.261782,1.274352,-0.046873,0.097474,-0.071907
13:41:54:711,14344,9.579493,0.803279,2.259596,0.007989,-0.076967,-0.044209
13:41:54:718,14366,9.569916,0.817644,1.696343,0.019175,-0.232234,-0.044209
13:41:54:721,14388,9.547170,0.830214,1.687365,-0.015446,0.046606,-0.001864
13:41:54:775,14410,9.629772,0.727260,2.065061,-0.013582,0.040747,-0.002663
13:41:54:780,14432,9.576500,0.789512,1.840598,0.002396,-0.078565,-0.015446
13:41:54:835,14454,9.591464,0.721873,1.828627,-0.008522,0.002663,-0.003728
13:41:54:841,14476,9.565726,0.774547,1.887885,-0.005859,0.006924,-0.001597
13:41:54:844,14499,9.614808,0.748210,1.860950,-0.004527,-0.027165,-0.010652
13:41:54:903,14521,9.617203,0.764970,1.856161,-0.004527,-0.006658,-0.007723
13:41:54:910,14543,9.597450,0.751802,1.863942,-0.005592,-0.019974,-0.003462
13:41:54:913,14565,9.567521,0.755393,1.816057,-0.004261,-0.010652,-0.007723
13:41:54:973,14587,9.598048,0.713493,1.850175,-0.004527,-0.017843,-0.003728
13:41:54:976,14609,9.647131,0.747612,1.741834,-0.002929,-0.022903,-0.005592
13:41:54:979,14631,10.240911,-0.034118,-3.163435,-1.022152,2.100498,-0.162457
13:41:55:044,14654,9.702798,0.609941,3.573455,0.102801,2.375878,0.342492
13:41:55:047,14676,9.028211,0.372908,2.352374,-0.098806,0.862357,0.133428
13:41:55:051,14698,9.700404,-0.264567,2.097384,-0.232501,1.293270,-0.165120
13:41:55:114,14719,9.174262,2.163227,1.893272,-0.094811,4.442819,0.767279
13:41:55:122,14742,8.726532,1.816655,14.384802,-3.719217,-0.251143,0.153136
13:41:55:126,14764,7.676643,1.062459,7.920859,-2.043239,1.343072,-0.219983
13:41:55:131,14786,8.427248,-0.367521,-0.365725,-2.009415,0.959033,0.178437
13:41:55:189,14808,10.259467,-1.629303,8.827690,-4.042002,-1.500204,0.633851
13:41:55:195,14830,9.658504,-2.573845,4.768796,-4.410062,-3.096284,1.713529
13:41:55:199,14853,10.356435,-0.437553,6.788367,-4.414855,-4.091005,2.065610
13:41:55:255,14875,12.943449,4.576057,13.953234,-4.291281,-6.659702,2.151100
13:41:55:262,14897,1.954925,-6.307716,6.723722,-0.323583,-4.257724,-0.976344
13:41:55:265,14919,9.899727,-1.403044,-5.330852,-0.751566,2.930098,0.239958
13:41:55:317,14941,8.935433,0.022745,0.655432,-2.128729,-2.358566,0.164055
13:41:55:328,14963,10.002681,-2.290722,1.845387,-1.013629,0.354743,-0.138488
13:41:55:333,14985,8.770826,-0.869720,-0.618920,0.803500,0.266856,-0.408807
13:41:55:385,15007,8.886350,-2.171607,-0.584203,1.200323,-0.351015,-1.641622
13:41:55:393,15029,8.393130,-1.920208,-1.243227,1.582231,0.655157,-1.557996
13:41:55:396,15051,8.900716,-1.577827,-0.347169,1.461320,0.850373,-1.189137
13:41:55:448,15073,9.219154,-0.084398,0.059258,1.307918,0.525191,-0.783792
13:41:55:455,15095,9.520833,-0.297488,0.342381,2.031520,0.248746,-0.934531
13:41:55:458,15117,9.562733,3.481275,3.857176,2.377742,2.021400,-1.578769
13:41:55:515,15140,8.707378,-6.741080,-5.742667,2.088514,0.872744,-1.691957
13:41:55:522,15162,10.236123,0.320234,1.249811,1.481295,0.577657,-0.430646
13:41:55:525,15184,10.533013,-0.004189,1.876512,1.692223,0.548627,-0.041280
13:41:55:579,15206,8.619389,1.217488,7.544359,1.532429,4.734178,0.255138
13:41:55:587,15229,10.940039,-0.436955,-1.100169,1.417377,-0.333171,-0.396823
13:41:55:590,15251,9.605231,-0.823031,-0.383083,0.457278,-0.832529,0.467665
13:41:55:646,15273,9.756669,1.210305,1.837605,0.319589,-0.572330,0.383773
13:41:55:653,15295,8.788185,0.049681,0.911620,0.223445,-0.282303,0.112388
13:41:55:656,15318,9.125179,-0.379492,0.882888,0.062053,0.301212,-0.131830
13:41:55:710,15340,9.427456,-0.380689,0.566844,-0.051933,1.054643,-0.447424
13:41:55:718,15362,9.605830,0.023942,0.675784,0.028230,0.873543,-0.224777
13:41:55:721,15385,10.121796,0.615927,1.088796,0.098273,0.873276,-0.310533
13:41:55:779,15407,9.675862,0.474066,1.505400,0.098273,0.834659,-0.469795
13:41:55:787,15429,9.735719,0.157423,1.302485,0.104665,0.897246,-0.332372
13:41:55:790,15451,9.945817,-0.192739,1.359948,-0.102002,0.365396,-0.194150
13:41:55:844,15473,9.626780,0.452517,1.780741,-0.044476,0.198145,0.014381
13:41:55:852,15495,9.633364,0.835601,1.988445,0.019441,0.125705,-0.022371
13:41:55:855,15517,9.705791,0.569837,1.861548,0.003728,0.107062,-0.095077
13:41:55:908,15539,9.440026,0.250201,1.528744,0.044209,0.086555,-0.040747
13:41:55:915,15561,9.337072,0.322628,1.702329,0.030893,0.055395,0.030094
13:41:55:918,15584,9.562733,0.250201,1.696343,0.007723,0.021572,0.088153
13:41:55:973,15606,9.465765,0.486636,1.840000,0.039948,-0.040481,0.034622
13:41:55:983,15628,9.960182,0.369316,1.781938,0.067113,0.093746,0.008256
13:41:55:986,15650,10.131373,0.487833,2.178790,0.001065,0.039948,0.056993
13:41:56:035,15672,9.595654,0.577618,1.911229,-0.010919,0.077234,0.045275
13:41:56:043,15695,9.469356,0.478256,1.753207,0.055661,0.096409,-0.052199
13:41:56:097,15717,9.428653,0.384281,1.619726,0.035154,0.073505,-0.065249
13:41:56:102,15739,9.228731,0.527339,1.702927,-0.029828,-0.007723,0.041280
13:41:56:107,15761,9.645335,0.381886,1.909434,-0.011451,-0.020240,0.088153
13:41:56:165,15784,9.702199,0.617124,2.116538,-0.034888,-0.011718,0.025833
13:41:56:171,15806,9.851243,0.432765,2.004007,-0.118247,0.035154,0.033024
13:41:56:174,15828,9.538790,0.295692,1.828627,-0.086022,0.049003,-0.003994
13:41:56:229,15850,9.420872,0.382485,1.769967,-0.029295,0.039149,-0.017311
13:41:56:236,15872,9.398126,0.349564,1.791516,-0.021572,-0.002929,-0.019707
13:41:56:291,15894,9.682446,0.417800,1.938165,-0.025833,0.084424,-0.072440
13:41:56:297,15916,9.742303,0.218477,1.996825,-0.027964,0.022903,-0.006391
13:41:56:300,15938,9.855433,0.422589,1.894469,-0.031426,-0.021305,0.085490
13:41:56:353,15960,9.554353,0.362134,1.832218,-0.043677,0.034888,0.057526
13:41:56:360,15983,9.475342,0.320832,1.784931,-0.039415,0.046074,0.019707
13:41:56:364,16005,9.400521,0.206506,1.754404,-0.024235,0.073239,-0.013049
13:41:56:417,16027,9.296370,0.146050,1.749616,-0.018110,-0.011718,0.023170
13:41:56:427,16049,9.529213,0.407026,1.980663,-0.044742,-0.015979,0.071907
13:41:56:430,16071,9.853637,0.441145,2.215302,-0.087354,0.000532,0.051400
13:41:56:486,16093,9.844659,0.510579,2.182381,-0.052732,0.073505,0.015446
13:41:56:492,16115,9.854834,0.287911,1.981860,-0.082027,0.033024,0.098007
13:41:56:495,16138,9.409499,-0.026337,1.893871,0.010120,0.044209,-0.007457
13:41:56:551,16160,9.519636,0.355549,2.034534,-0.032491,-0.013582,0.084691
13:41:56:559,16182,9.668081,0.425582,2.102173,-0.053531,0.022637,0.078831
13:41:56:562,16204,9.627977,0.480052,2.132101,0.006924,0.021838,0.031426
13:41:56:612,16226,9.569916,0.064645,1.974678,-0.010919,0.024235,0.038084
13:41:56:621,16248,9.010852,0.037111,1.864541,0.003462,-0.009587,0.069510
13:41:56:627,16270,9.532206,0.170592,2.230865,0.019707,-0.024768,0.101735
13:41:56:679,16292,9.671074,0.253194,2.044112,0.034622,0.036220,0.038883
13:41:56:685,16314,9.748888,0.152036,2.146467,-0.039415,0.047405,0.002663
13:41:56:688,16336,9.650124,0.217879,2.041119,-0.080696,0.036220,0.159794
13:41:56:746,16358,9.296370,0.253194,1.986649,-0.000798,0.036220,0.061254
13:41:56:754,16380,9.358022,0.049082,1.935771,0.029295,-0.024768,0.056460
13:41:56:758,16402,9.686636,0.175380,2.254808,0.021838,0.002663,0.066581
13:41:56:812,16424,9.632167,0.145452,2.074639,0.030627,-0.012250,0.042878
13:41:56:820,16446,9.683644,0.139466,2.129108,0.039149,0.017843,0.079364
13:41:56:824,16468,9.672869,0.005387,2.022563,-0.016778,0.005859,0.120911
13:41:56:881,16491,9.522030,0.111333,2.098581,-0.015713,0.004793,0.115318
13:41:56:889,16513,9.714171,0.165803,2.070449,0.039149,0.022371,0.097208
13:41:56:892,16535,9.665687,-0.040702,2.044710,0.015713,-0.005060,0.058857
13:41:56:949,16557,9.616005,-0.050878,2.063266,-0.027697,0.033290,0.022637
13:41:56:957,16579,9.574704,0.073623,2.086610,0.001331,0.029561,0.023969
13:41:56:960,16602,9.441822,0.007781,1.953728,0.008788,0.021305,0.002130
13:41:57:023,16624,9.657307,-0.074821,2.038724,0.003462,-0.022371,0.022637
13:41:57:031,16646,9.562134,0.061054,2.172205,0.018110,-0.001065,0.011185
13:41:57:036,16668,9.655511,0.176577,2.276356,0.065515,-0.058324,0.023702
13:41:57:040,16691,9.607027,-0.005387,2.040520,0.005060,0.000798,0.013316
13:41:57:098,16713,9.594457,-0.159219,1.935172,-0.030893,-0.034089,0.072972
13:41:57:105,16735,9.466962,0.052075,2.172205,-0.039415,-0.015180,0.082826
13:41:57:108,16757,9.677059,-0.083799,2.204528,0.035154,-0.028230,0.046340
13:41:57:165,16778,9.620195,-0.172387,2.054886,0.034355,0.017311,-0.010652
13:41:57:171,16801,9.683644,-0.210097,2.129108,-0.006125,0.033556,-0.016778
13:41:57:174,16823,9.529213,-0.075419,2.095588,-0.021838,0.029828,-0.005592
13:41:57:234,16845,9.550761,0.151437,2.206922,0.023170,-0.037551,0.020773
13:41:57:239,16867,9.477736,-0.217280,2.042914,0.038350,0.027964,-0.009055
13:41:57:289,16889,9.595055,-0.269954,2.073441,0.010652,-0.023170,0.014647
13:41:57:295,16911,9.406506,-0.184359,1.999817,-0.006658,0.008256,0.003994
13:41:57:304,16933,9.489707,-0.113728,2.075237,-0.002396,0.010652,-0.023702
13:41:57:353,16955,9.701601,-0.028132,2.144671,-0.010120,0.005592,0.007190
13:41:57:361,16978,9.774028,-0.029928,2.242238,0.000532,0.006391,0.034622
13:41:57:364,16999,9.550761,0.119115,2.078230,-0.026632,0.055661,0.019707
13:41:57:419,17022,9.438829,-0.011372,2.058477,0.010919,0.028230,0.004261
13:41:57:427,17044,9.448406,-0.226258,2.042914,0.003195,-0.000798,0.003195
13:41:57:430,17065,9.545374,-0.198724,2.124918,0.007190,-0.029295,0.027964
13:41:57:487,17087,9.911698,-0.048484,2.420611,0.052998,-0.010120,0.045541
13:41:57:493,17110,9.678855,-0.170592,2.169212,0.001597,0.041013,0.017044
13:41:57:496,17132,9.410098,-0.195133,1.929186,-0.030360,0.050601,0.000266
